school_name,url_address,address,postal_code,telephone_no,telephone_no_2,fax_no,fax_no_2,email_address,mrt_desc,bus_desc,principal_name,first_vp_name,second_vp_name,third_vp_name,fourth_vp_name,fifth_vp_name,sixth_vp_name,dgp_code,zone_code,type_code,nature_code,session_code,mainlevel_code,sap_ind,autonomous_ind,gifted_ind,ip_ind,mothertongue1_code,mothertongue2_code,mothertongue3_code
TEMASEK SECONDARY SCHOOL,https://temaseksec.moe.edu.sg,600 UPPER EAST COAST ROAD   ,465561,64495020,na,64491450,na,temasek_ss@moe.edu.sg,"BEDOK MRT, TANAH MERAH MRT","10, 10E, 13, 14, 25, 43, 46, 55, 137, 229, 506, 531, 853",MR TAN SHUN LOONG,MADAM LEE HWEE PING,MR CHANDRASEKARAN S/O AMMIAPPAN,na,na,na,na,BEDOK,EAST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY (S1-S5),No,Yes,No,No,CHINESE,MALAY,TAMIL
TOWNSVILLE PRIMARY SCHOOL,http://www.townsvillepri.moe.edu.sg/,3 ANG MO KIO AVE 10   ,569730,64574345,na,64570141,na,townsvilleps@moe.edu.sg,"Bishan MRT, Ang Mo Kio MRT Stations","45, 50, 55, 261, 548, 22, 24, 128, 135, 159, 162, 162M, 262, 853",MR EDDIE FOO CHIT CHEONG,MR HO SENG TAT SUNNY,MADAM LYNETTE FERNANDEZ,MR MARTIN VELAN ANTHONY,na,na,na,ANG MO KIO,SOUTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,CHINESE,MALAY,TAMIL
UNITY PRIMARY SCHOOL,http://www.unitypri.moe.edu.sg,21 CHOA CHU KANG CRESCENT   ,688268,67676750,na,67676751,na,unity_ps@moe.edu.sg,Yew Tee MRT,TIBs 302,MADAM TAN SIEW KHIAN FINELLA,MR SYAMSUL ANWAR BIN AWANG,MRS JASMINE TAN RODRIGO,na,na,na,na,CHOA CHU KANG,WEST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,CHINESE,MALAY,TAMIL
UNITY SECONDARY SCHOOL,http://www.unitysec.moe.edu.sg,20 CHOA CHU KANG STREET 62   ,689143,67671070,na,67654189,na,unity_ss@moe.edu.sg,YEW TEE MRT,307,MADAM ONG LIANG FUNG,MR LIM YONG CHAI ALAN,MS YUEN CHAI LIN,na,na,na,na,CHOA CHU KANG,WEST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY (S1-S5),No,No,No,No,CHINESE,MALAY,TAMIL
VALOUR PRIMARY SCHOOL,valourpri.moe.edu.sg,49 Punggol Central   ,828728,62426390,na,na,na,valour_ps@moe.edu.sg,na,na,MRS CHARIS WONG,MADAM TAN PIN PIN,MR LEE WEI TE,MR CHONG WEE MING,na,na,na,PUNGGOL,EAST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,CHINESE,MALAY,TAMIL
VICTORIA JUNIOR COLLEGE,https://www.victoriajc.moe.edu.sg/,20 MARINE VISTA   ,449035,64485011,na,64438337,na,victoria_jc@moe.edu.sg,"Nearest MRT Stations:  Marine Terrace, Kembangan, Eunos","13, 16, 16M, 31, 36, 36A, 36B, 43, 47, 48, 55, 196, 196A, 196e, 197, 853M",MR LOW SWEE HENG JEFFREY,MR KOH WEINING,MRS KAREN TAY,MISS ANG SI LING,MR LIM KWEE HONG KYLE,na,na,BEDOK,EAST,GOVERNMENT SCHOOL,CO-ED SCHOOL,FULL DAY,JUNIOR COLLEGE,No,No,No,Yes,CHINESE,MALAY,TAMIL
VICTORIA SCHOOL,http://www.victoria.moe.edu.sg,2 SIGLAP LINK   ,448880,62912965,na,64452609,na,victoria_sch@moe.edu.sg,"SIGLAP, BEDOK MRT, PAYA LEBAR MRT","31, 36, 43, 47, 48, 55, 155, 196, 196E, 197, 401, 853M",MR LOW CHUN MENG,MR LIM WEI ZHONG CLARENCE,MR ANG JOHNNY,MR DALJIT SINGH S/O DARBARA SINGH,na,na,na,BEDOK,EAST,GOVERNMENT SCHOOL,BOYS' SCHOOL,SINGLE SESSION,SECONDARY (S1-S4),No,Yes,No,Yes,CHINESE,MALAY,TAMIL
WATERWAY PRIMARY SCHOOL,https://waterwaypri.moe.edu.sg,70 Punggol Drive   ,828802,6636 6880,na,6315 3451,na,waterway_ps@moe.edu.sg,Kadaloor LRT Station,"50, 381",MR WONG KENG YUIN WILBUR,MADAM CHUA KIM LAN JUDY,MADAM SHARIFAH MASTURAH BTE S OSMAN,MADAM TAN GEK SIM MAGELLA,na,na,na,PUNGGOL,EAST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,CHINESE,MALAY,TAMIL
WELLINGTON PRIMARY SCHOOL,http://www.wellingtonpri.moe.edu.sg,10 WELLINGTON CIRCLE   ,757702,67533319,na,67533765,na,wellingtonps@moe.edu.sg,Sembawang MRT,"980, 856, 859",MS NG HUI MIN,MADAM HOONG WHEE SIEN,MADAM SHAHRULHANA BTE MOHAMED,MR NG WEE MING DENNIS,na,na,na,SEMBAWANG,NORTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,CHINESE,MALAY,TAMIL
WEST GROVE PRIMARY SCHOOL,http://www.westgrovepri.moe.edu.sg/,1 JURONG WEST ST 72   ,649223,62679234,na,62679235,na,wgps@moe.edu.sg,Boon Lay MRT,"Bus 99, 242",MISS MABEL GOH,MADAM GOH XUEMIN CHERMAINE,MRS CHARMAINE LEE,"MADAM TAY SOOK HIAN, AUDREY",na,na,na,JURONG WEST,WEST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,CHINESE,MALAY,TAMIL
WEST SPRING PRIMARY SCHOOL,http://www.westspringpri.moe.edu.sg,60 Bukit Panjang Ring Road   ,679946,63144192,na,na,63140648,westspring_ps@moe.edu.sg,Jelapang LRT,"920, 922",MR WILLY TAN,MR WILLY TAN NGUAN PENG,MADAM KUM LAI MENG,MR SIM KOOI SUEN,MR CHIN HONG FAI HUMPHREY,na,na,BUKIT PANJANG,WEST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,CHINESE,MALAY,TAMIL
WEST SPRING SECONDARY SCHOOL,http://www.westspringsec.moe.edu.sg,61 SENJA  ROAD   ,677737,68920369,na,68929468,na,westspringss@moe.edu.sg,"BUKIT PANJANG MRT, JELAPANG LRT, SENJA LRT","920, 972, 976",MADAM YONG LI LING BELINDA,MR MALVIN CHAN HUAN JIAN,MISS CHONG KETING,na,na,na,na,BUKIT PANJANG,WEST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY (S1-S5),No,No,No,No,CHINESE,MALAY,TAMIL
WEST VIEW PRIMARY SCHOOL,http://www.westviewpri.moe.edu.sg,31 SENJA ROAD   ,677742,67600178,na,67600147,na,wvps@moe.edu.sg,"Bukit Panjang MRT, SENJA LRT (A13)","170, 171, 176, 178, 180, 000, 000, 000, 000, 000",MR LEE FOOK LOONG EUGENE,MADAM SITI SUHAILA BTE SAPIHE,MADAM ONG POH CHOO DORIS,na,na,na,na,BUKIT PANJANG,WEST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,CHINESE,MALAY,TAMIL
WESTWOOD PRIMARY SCHOOL,http://www.westwoodpri.moe.edu.sg,1 Jurong West Street 73   ,649188,64121690,na,67945084,na,westwood_ps@moe.edu.sg,Boon Lay MRT Station,"181, 502 & 243",MR MAH SENG THONG ANDREW,MR CHEE CHIT YENG,MR LOW MIN CHYE,MISS CHONG HUAY LENG,na,na,na,JURONG WEST,WEST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,CHINESE,MALAY,TAMIL
WESTWOOD SECONDARY SCHOOL,https://www.westwoodsec.moe.edu.sg,11 JURONG WEST STREET 25   ,648350,67929737,na,67929738,na,westwood_ss@moe.edu.sg,BOON LAY MRT,"172, 181, 181M, 185, 199, 405, 974, 974A",MR TAN WEIMING BRIAN,MR HOI WENG KIT DERRICK,MISS THEODORA HUANG XINYI,na,na,na,na,JURONG WEST,WEST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY (S1-S5),No,No,No,No,CHINESE,MALAY,TAMIL
WHITE SANDS PRIMARY SCHOOL,http://www.whitesandspri.moe.edu.sg,2 PASIR RIS ST 11   ,519075,69229100,na,65815013,na,wsps@moe.edu.sg,Pasir Ris MRT Station,"12, 17, 21, 39, 53, 81, 518, 109",MADAM WONG LIN LIN AUDREY,MS REZINA KHAN D/O ABDUL RAHIM,MISS TIONG LINA,na,na,na,na,PASIR RIS,EAST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,CHINESE,MALAY,TAMIL
WHITLEY SECONDARY SCHOOL,http://www.whitleysec.moe.edu.sg,30 BISHAN STREET 24   ,579747,64561336,na,64591330,na,whitley_ss@moe.edu.sg,"BISHAN MRT, MARYMOUNT MRT","13, 52, 54, 74, 74E, 88, 162, 162M, 588, 410, 851, 852",MISS KOH LIN LYNN,MR TAN YIT KEE,MR GANISON S/O RAJAMOHAN,na,na,na,na,BISHAN,SOUTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY (S1-S5),No,No,No,No,CHINESE,MALAY,TAMIL
WOODGROVE PRIMARY SCHOOL,http://www.woodgrovepri.moe.edu.sg/,2 WOODLANDS DRIVE 14   ,738079,68943371,na,68943372,na,woodgrove_ps@moe.edu.sg,Woodlands MRT Station,901,MS ADELINE TAN WEE KIAW,MR PHANG TECK HOW,MR SIM YONG MING,na,na,na,na,WOODLANDS,NORTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,CHINESE,MALAY,TAMIL
WOODGROVE SECONDARY SCHOOL,https://www.woodgrovesec.moe.edu.sg,3 WOODLANDS AVENUE 6   ,738990,68932564,na,68934458,na,woodgrove_ss@moe.edu.sg,"WOODLANDS MRT, WOODLANDS SOUTH MRT","901, 901M",MISS GOH PEISHI,MRS VENKATRAMAN CHITHRA,MR LOKE KOK LEONG,MADAM TAN PHAIK HOON (CHEN BIHONG),na,na,na,WOODLANDS,NORTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY (S1-S5),No,No,No,No,CHINESE,MALAY,TAMIL
WOODLANDS PRIMARY SCHOOL,http://www.woodlandspri.moe.edu.sg,10 WOODLANDS DRIVE 50   ,738853,62697410,na,63671165,na,wdp@moe.edu.sg,Woodlands,912 & 912E,MISS KUCK LI LIAN LILLIAN,MR RAZALI B SENIN,MISS SUSANNA CHAU,na,na,na,na,WOODLANDS,NORTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,CHINESE,MALAY,TAMIL
WOODLANDS RING PRIMARY SCHOOL,http://www.woodlandsringpri.moe.edu.sg,11 WOODLANDS RING ROAD   ,738240,63643679,na,63643490,na,wrps@moe.edu.sg,Admiralty MRT Station,912,MISS GEETHA D/O DORAISAMY,MR LIM KIM THYE,MR CHEW CHIN MING,na,na,na,na,WOODLANDS,NORTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,CHINESE,MALAY,TAMIL
WOODLANDS RING SECONDARY SCHOOL,http://www.woodlandsringsec.moe.edu.sg,21 WOODLANDS AVENUE 1   ,739062,63643712,na,na,na,wrss@moe.edu.sg,ADMIRALTY MRT,912,MR LAM YUI- P'NG,MR TAY YONG SEAH MELVIN,"MR SIM KOK HIAN, KENNETH",MR HEE JUAY AY,na,na,na,WOODLANDS,NORTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY (S1-S5),No,No,No,No,CHINESE,MALAY,TAMIL
WOODLANDS SECONDARY SCHOOL,http://www.woodlandssec.moe.edu.sg,11 MARSILING ROAD   ,739111,68494400,na,62691774,na,wdl_ss@moe.edu.sg,"MARSILING MRT, WOODLANDS MRT","913, 913M, 913, 913T, 178, 856, 903",MISS MOH CUI RONG REBECCA,MR TAY HONG JOO STEVEN,MR SYED FAISAL BIN SYED ISMAIL,na,na,na,na,WOODLANDS,NORTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY (S1-S5),No,No,No,No,CHINESE,MALAY,TAMIL
XINGHUA PRIMARY SCHOOL,http://www.xinghuapri.moe.edu.sg,45 HOUGANG AVENUE 1   ,538882,62889121,na,62838831,na,xinghua_ps@moe.edu.sg,Kovan MRT Station,"Bus services 53, 62, 112, 113, 115",MR LEOW YEN MIN,MISS PHUA AI LEI,MS TAN BEE YIN,na,na,na,na,HOUGANG,SOUTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,CHINESE,MALAY,TAMIL
XINGNAN PRIMARY SCHOOL,http://www.xingnanpri.moe.edu.sg,5 JURONG WEST STREET 91   ,649036,67913679,na,67921493,na,xingnan_ps@moe.edu.sg,Pioneer MRT Station,Bus 99 & 241,"MADAM CHAN SIN LI, CINDY",MDM ANG HWEE LOO,MADAM S ANITHA,MISS YONG HUA MOY,na,na,na,JURONG WEST,WEST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,CHINESE,MALAY,TAMIL
XINMIN PRIMARY SCHOOL,https://xinminpri.moe.edu.sg/,9 HOUGANG AVENUE 8   ,538784,62835479,na,62880334,na,xinmin_ps@moe.edu.sg,Nil,"74, 147, 165, 112",MADAM TAN KAY LING,MRS AHKEELA JULIA BEE D/O HANIFAH,MR LIM BOON TECK,na,na,na,na,HOUGANG,NORTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,CHINESE,MALAY,TAMIL
XINMIN SECONDARY SCHOOL,https://www.xinminsec.moe.edu.sg/,11 HOUGANG AVENUE 8   ,538789,62889382,na,63851068,na,xinminss_email@schools.gov.sg,HOUGANG MRT,"25, 43, 43M, 55, 70, 70A, 70B, 70M, 72, 72A, 73, 73A, 74, 88, 88A, 103, 109, 109A, 112, 116, 132, 147, 159, 159A, 161, 165, 329, 660, 854, 854E",MR TAN SOON HUI,MR GOH KAR WHEE,MADAM KOMATHI D/O P KESAVAN,MR TAN KOK KWANG,na,na,na,HOUGANG,NORTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY (S1-S5),No,Yes,No,No,CHINESE,MALAY,TAMIL
XISHAN PRIMARY SCHOOL,https://www.xishanpri.moe.edu.sg/,8 YISHUN STREET 21   ,768611,67588837,na,67588361,na,xishan_ps@moe.edu.sg,"o   Alight at Yishun MRT Station, o   Take Exit C, o   Walk towards Yishun Street 21","Along Yishun Ave 2, take Bus Service 117, 169, 804, 812, 965. Alight at Blk 220. Along Yishun Ring Road, take Bus Service 1N, 800, 804, NR1. Alight at Blk 227 or 236.","MADAM NGOH YING LI, JANE",MISS LATHA D/O SINASAMY,MISS YAP AI LI,MADAM LEE WEE LING (LI WEILIN),na,na,na,YISHUN,NORTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,CHINESE,MALAY,TAMIL
YANGZHENG PRIMARY SCHOOL,http://www.yangzhengpri.moe.edu.sg/,15 SERANGOON AVENUE 3   ,556108,62846298,na,62879778,na,yzps@moe.edu.sg,Serangoon Station,"58 & 105 (Outside the school, Serangoon Ave 3), 133 & 135(Serangoon Ave 2)",MRS LIM- FOO BOON CHING,MR ERIC LEE WEI TAT,MISS MICHELLE HUANG,MADAM TAN ENG ENG JENNY,na,na,na,SERANGOON,SOUTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,CHINESE,MALAY,TAMIL
YEW TEE PRIMARY SCHOOL,http://www.yewteepri.moe.edu.sg,10 CHOA CHU KANG ST 64   ,689100,67670027,na,67675450,na,ytps@moe.edu.sg,Yew Tee MRT Station,307,MADAM NUR SABARIAH BTE MOHD IBRAHIM,MR NG SIOK KWANG ANDREW,MADAM TOH GUAT HWA PAULINE,MADAM PHUA SIEW KHING,na,na,na,CHOA CHU KANG,WEST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,CHINESE,MALAY,TAMIL
YIO CHU KANG PRIMARY SCHOOL,http://www.yiochukangpri.moe.edu.sg,1 HOUGANG STREET 51   ,538720,63851365,na,63855915,na,admin_yckps@moe.edu.sg,"Hougang MRT Station, Yio Chu Kang MRT Station","88, 101, 109, 159, 161 and 325",MS POH HWEE THING,MADAM RAMACHANDRA SUGUNA,MADAM SUAH JUN (CAI JUN),na,na,na,na,HOUGANG,NORTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,CHINESE,MALAY,TAMIL
YIO CHU KANG SECONDARY SCHOOL,http://www.yiochukangsec.moe.edu.sg,3063 ANG MO KIO AVENUE 5   ,569868,64560669,na,65522927,na,yckss@moe.edu.sg,YIO CHU KANG MRT,"13, 45, 86, 138, 162, 269, 851, 852, 853",MADAM BETTY CHANG,"MR PEK XU HAO, ALVIN",MR FATHUL RAHMAN BIN KAMSANI,na,na,na,na,ANG MO KIO,SOUTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY (S1-S5),No,No,No,No,CHINESE,MALAY,TAMIL
YISHUN INNOVA JUNIOR COLLEGE,https://yijc.moe.edu.sg/,3 YISHUN RING ROAD   ,768675,62579873,na,62574373,na,yijc@moe.edu.sg,"Yishun, Khatib","167, 169, 171, 800, 812",MR MARK GERARD MINJOOT,MR LOI GUANG YOU,MISS CHOY WEN JU JULIEANNE,MR LONG TIEN HO,na,na,na,YISHUN,NORTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,FULL DAY,JUNIOR COLLEGE,No,No,No,No,CHINESE,MALAY,TAMIL
YISHUN PRIMARY SCHOOL,http://www.yishunpri.moe.edu.sg,500 YISHUN RING ROAD   ,768679,62577461,na,67554198,na,yps@moe.edu.sg,Yishun,Translink Feeder Service 800 & 812,MR CHAN WENG YEW MARVIN,MADAM FARLINAH SUPAAH,"MISS WONG PEI LI, PAMELA",MR LEE HAN KEONG,na,na,na,YISHUN,NORTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,CHINESE,MALAY,TAMIL
YISHUN SECONDARY SCHOOL,http://www.yishunsec.moe.edu.sg,4 YISHUN STREET 71   ,768516,68767129,na,67557748,na,yishun_ss@moe.edu.sg,"YISHUN MRT, KHATIB MRT","167, 169, 171, 800, 807, 811, 812, 856, 858, 859, 860, 969, 980",MRS REGINA LEE,MRS CHAN WEE MING,MR TAY HIANG SOON,MR JAYAKUMAR S/O NAVARETNAM,na,na,na,YISHUN,NORTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY (S1-S5),No,No,No,No,CHINESE,MALAY,TAMIL
YISHUN TOWN SECONDARY SCHOOL,http://www.yishuntownsec.moe.edu.sg,6 YISHUN STREET 21   ,768610,67587219,na,67559112,na,ytss@moe.edu.sg,YISHUN MRT,"39, 85, 171, 800, 803, 804, 806, 811, 812, 851, 852, 853, 853C, 854, 854E, 855, 856, 857, 859, 860",MR KOH CHEE HUI,MADAM CH'NG YUEN PING,MR GOH YINGLUN ALLAN,na,na,na,na,YISHUN,NORTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY (S1-S5),No,Yes,No,No,CHINESE,MALAY,TAMIL
YU NENG PRIMARY SCHOOL,http://www.ynps.moe.edu.sg/,56 BEDOK NORTH ST 3   ,469623,64490121,na,64498564,na,ynps@moe.edu.sg,"Bedok MRT Station (East-West Line), Bedok Reservoir MRT STation (Downtown line)","14, 17, 18, 28, 66, 67, 69, 225",MR NG YEOW LING,MR EDWIN ONG YOKE YAM,MR SATIISH SATHASILVAM,na,na,na,na,BEDOK,EAST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,CHINESE,MALAY,TAMIL
YUAN CHING SECONDARY SCHOOL,https://yuanchingsec.moe.edu.sg/,103 YUAN CHING ROAD   ,618654,62612489,na,62616275,na,ycss@moe.edu.sg,LAKESIDE MRT,"49, 98, 98M, 154, 180, 187, 240, 240M, 246",MR SHAWAL BIN HUSSIN,MISS TANG SHIEN YIN,MRS BUGANEISH SQUIRES,"MR TEO HUI YAO, JULIUS",na,na,na,JURONG WEST,WEST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY (S1-S5),No,No,No,No,CHINESE,MALAY,TAMIL
YUHUA PRIMARY SCHOOL,http://www.yuhuapri.moe.edu.sg,158 JURONG EAST STREET 24   ,609558,65605062,na,65648278,na,yuhua_ps@moe.edu.sg,"Jurong East, Bukit Batok","98, 98A, 187, 333, 502, 507, NR5",MRS RUTH TAI MEI FEN,MADAM ZOEY LIM CHING SIA,MADAM TAN PEI JUAN CYNTHIA,na,na,na,na,JURONG EAST,WEST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,CHINESE,MALAY,TAMIL
YUHUA SECONDARY SCHOOL,http://www.yuhuasec.moe.edu.sg,35 JURONG WEST STREET 41   ,649406,65661985,na,65696689,na,yuhua_ss@moe.edu.sg,LAKESIDE MRT,"49, 98, 99, 157, 180, 185, 187, 198, 334, 335, 502",MR TANG HSIN WEI,MR TAN CHIN GUAN,MISS CHIA KEL- LI,na,na,na,na,JURONG WEST,WEST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY (S1-S5),No,No,No,No,CHINESE,MALAY,TAMIL
YUMIN PRIMARY SCHOOL,http://www.yuminpri.moe.edu.sg,3 TAMPINES STREET 21   ,529393,67811262,na,67845554,na,yumin_ps@moe.edu.sg,Tampines MRT Station,3,MRS NG- TEO SOCK HUA,MR ABDUL MUTALIB B MOHAMMED AMIN,MADAM TAN BETTY,na,na,na,na,TAMPINES,EAST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,CHINESE,MALAY,TAMIL
YUSOF ISHAK SECONDARY SCHOOL,http://www.yusofishaksec.moe.edu.sg,8 SUMANG WALK   ,828676,65009800,na,65675502,na,yiss@moe.edu.sg,PUNGGOL MRT,"117, 382W, 43",MR CHEN ZIYANG,MR CHEONG TIEN BENG,MISS GOH LAY CHING,"LIN ZHEN JIANG, TEDDY",na,na,na,PUNGGOL,EAST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY (S1-S5),No,No,No,No,CHINESE,MALAY,TAMIL
YUYING SECONDARY SCHOOL,http://www.yuyingsec.moe.edu.sg,47 HOUGANG AVENUE 1   ,538884,62827968,na,62871607,na,yuying_ss@moe.edu.sg,"KOVAN MRT, SERANGOON MRT, HOUGANG MRT","25, 51, 53, 53M, 55, 62, 87, 113, 119, 151, 854",MR CHONG JACK SHENG,MR CHAN IVIN,MR CHEONG KAH KAY GABRIEL,MR SUKHDEV SINGH S/O GURDEEP SINGH,MADAM TAN HUI LING,na,na,HOUGANG,SOUTH,GOVERNMENT-AIDED SCH,CO-ED SCHOOL,SINGLE SESSION,SECONDARY (S1-S5),No,No,No,No,CHINESE,MALAY,TAMIL
ZHANGDE PRIMARY SCHOOL,http://www.zhangdepri.moe.edu.sg/,51 Jalan Membina   ,169485,62740357,na,62763042,na,zhangde_ps@moe.edu.sg,Tiong Bahru MRT Station,"16, 33, 63, 123, 195, 605, 851, 14, 65, 147, 167, 196, 197, 961",MR KYAW SAW LYNN,MRS LIM PEGGY,MR CHAN CHEONG CHEONG,MADAM WOO LI SAN,na,na,na,BUKIT MERAH,SOUTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,CHINESE,MALAY,TAMIL
ZHENGHUA PRIMARY SCHOOL,http://www.zhenghuapri.moe.edu.sg,9 Fajar Road   ,679002,67697478,na,67636459,na,zhenghua_ps@moe.edu.sg,LRT: Fajar Station,"190, 184, 187, 700, 700A, 921",MS MAY TAN MUI GEE,MADAM SNG YEE YEE,MR CHAN KIAN KEONG,MADAM HO YEE HIN WINNIE,na,na,na,BUKIT PANJANG,WEST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,CHINESE,MALAY,TAMIL
ZHENGHUA SECONDARY SCHOOL,http://www.zhenghuasec.moe.edu.sg,62 Bukit Panjang Ring Road   ,679962,67639455,na,67633577,na,zhenghua_ss@moe.edu.sg,JELAPANG LRT,"920, 922, 976",MR NG HOCK SOON,MADAM TAN PEI LEE ELAINE,MR SAMUEL LIM KOK BOON,MISS HE AIFEN,na,na,na,BUKIT PANJANG,WEST,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY (S1-S5),No,No,No,No,CHINESE,MALAY,TAMIL
ZHONGHUA PRIMARY SCHOOL,http://www.zhonghuapri.moe.edu.sg,12 SERANGOON AVENUE 4   ,556095,62835413,na,62823882,na,zhonghua_ps@moe.edu.sg,"Ang Mo Kio MRT, Bishan MRT, Serangoon MRT","Boundary Road: 22, 24, 53, 105, 156, 315, 853, 501, 502, Yio Chu Kang Road: 70, 76, 103, 147, 156, 501, 502",MRS CHAN LE CHIN,MADAM THAM SIEW LENG MRS TAN SIEW LENG,MISS AU YEE KUAN,na,na,na,na,SERANGOON,SOUTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,PRIMARY,No,No,No,No,CHINESE,MALAY,TAMIL
ZHONGHUA SECONDARY SCHOOL,https://www.zhonghuasec.moe.edu.sg,13 SERANGOON AVENUE 3   ,556123,62824339,na,62823472,na,zhonghua_ss@moe.edu.sg,SERANGOON MRT,"22, 43, 45, 53, 58, 70, 81, 82, 100, 101, 103, 105, 107, 109, 133, 135, 147, 153, 158, 315, 317, 853",MR TAN KIM KOON,MR SHAHUL HAMEED S/O KUTHUBUDEEN,MS TEO CELINE,"MR POH LEONG BERG, ALBERT",na,na,na,SERANGOON,SOUTH,GOVERNMENT SCHOOL,CO-ED SCHOOL,SINGLE SESSION,SECONDARY (S1-S5),No,Yes,No,No,CHINESE,MALAY,na
